site,latitude,longitude,date,week,treatment,plot_position,top_depth_m,middle_depth_m,bottom_depth_m,unmeasured_sea_cucumber,survey_time,species,abundance,density
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,experimental_sea_cucumber,7,0.28
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,blood_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,leather_star,13,0.52
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,mottled_star,5,0.2
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,ochre_star,4,0.16
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,pink_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Addition,left,NA,NA,NA,0,12,sunflower_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,initial_sea_cucumber,20,0.8
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,experimental_sea_cucumber,11,0.44
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,blood_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,leather_star,53,2.12
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,mottled_star,9,0.36
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,ochre_star,5,0.2
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,pink_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Removal,center,NA,NA,NA,1,14,sunflower_star,4,0.16
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,initial_sea_cucumber,6,0.24
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,experimental_sea_cucumber,3,0.12
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,blood_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,leather_star,35,1.4
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,mottled_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,ochre_star,1,0.04
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,pink_star,0,0
N Croker Island,49.4481372,-122.87396,03-01-2025,6,Control,right,NA,NA,NA,0,8,sunflower_star,1,0.04
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,initial_sea_cucumber,39,1.56
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,experimental_sea_cucumber,39,1.56
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,blood_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,leather_star,49,1.96
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,pink_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Control,center,NA,8.4,NA,0,28,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,initial_sea_cucumber,9,0.36
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,experimental_sea_cucumber,20,0.8
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,blood_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,leather_star,31,1.24
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,mottled_star,2,0.08
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,pink_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Addition,left,NA,7.9,NA,0,14,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,initial_sea_cucumber,12,0.48
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,experimental_sea_cucumber,1,0.04
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,blood_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,leather_star,2,0.08
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,pink_star,0,0
S Croker Island,49.4314554,-122.86964,01-15-2025,0,Removal,right,NA,8.4,NA,1,11,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,initial_sea_cucumber,9,0.36
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,experimental_sea_cucumber,25,1
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,blood_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,leather_star,28,1.12
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,mottled_star,3,0.12
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,pink_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Addition,left,5.7,7.8,9.6,9,15,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,initial_sea_cucumber,39,1.56
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,experimental_sea_cucumber,20,0.8
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,blood_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,leather_star,21,0.84
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,pink_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Control,center,7.6,9.4,11.5,0,11,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,initial_sea_cucumber,12,0.48
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,experimental_sea_cucumber,8,0.32
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,blood_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,leather_star,12,0.48
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,pink_star,0,0
S Croker Island,49.4314554,-122.86964,01-22-2025,1,Removal,right,7.8,9.1,11.9,0,8,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,initial_sea_cucumber,9,0.36
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,experimental_sea_cucumber,24,0.96
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,blood_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,leather_star,39,1.56
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,ochre_star,1,0.04
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,pink_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Addition,left,NA,NA,NA,6,15,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,initial_sea_cucumber,39,1.56
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,experimental_sea_cucumber,19,0.76
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,blood_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,leather_star,18,0.72
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,mottled_star,1,0.04
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,pink_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Control,center,NA,NA,NA,4,12,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,initial_sea_cucumber,12,0.48
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,experimental_sea_cucumber,8,0.32
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,blood_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,leather_star,11,0.44
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,pink_star,0,0
S Croker Island,49.4314554,-122.86964,02-08-2025,3,Removal,right,NA,NA,NA,0,10,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,initial_sea_cucumber,9,0.36
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,experimental_sea_cucumber,27,1.08
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,blood_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,leather_star,44,1.76
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,ochre_star,1,0.04
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,pink_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Addition,left,NA,NA,NA,7,17,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,initial_sea_cucumber,39,1.56
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,experimental_sea_cucumber,35,1.4
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,blood_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,leather_star,27,1.08
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,pink_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Control,center,NA,NA,NA,13,12,sunflower_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,initial_sea_cucumber,12,0.48
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,experimental_sea_cucumber,24,0.96
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,blood_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,leather_star,16,0.64
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,mottled_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,ochre_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,pink_star,0,0
S Croker Island,49.4314554,-122.86964,03-01-2025,6,Removal,right,NA,NA,NA,1,15,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,initial_sea_cucumber,6,0.24
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,experimental_sea_cucumber,6,0.24
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,leather_star,11,0.44
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,mottled_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Control,right,NA,10.1,NA,2,24,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,initial_sea_cucumber,16,0.64
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,experimental_sea_cucumber,3,0.12
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,leather_star,19,0.76
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,mottled_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Removal,left,NA,7.5,NA,3,12,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,initial_sea_cucumber,2,0.08
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,experimental_sea_cucumber,15,0.6
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,leather_star,10,0.4
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,mottled_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-15-2025,0,Addition,center,NA,9.2,NA,0,5,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,initial_sea_cucumber,16,0.64
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,experimental_sea_cucumber,9,0.36
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,leather_star,22,0.88
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,mottled_star,4,0.16
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Removal,left,6.1,7.1,9.1,4,13,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,initial_sea_cucumber,2,0.08
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,experimental_sea_cucumber,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,leather_star,3,0.12
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,mottled_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Addition,center,7.7,8.3,10.5,0,7,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,initial_sea_cucumber,6,0.24
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,experimental_sea_cucumber,5,0.2
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,blood_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,leather_star,8,0.32
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,mottled_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,01-22-2025,1,Control,right,8.3,9.1,11.1,3,9,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,initial_sea_cucumber,16,0.64
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,experimental_sea_cucumber,18,0.72
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,leather_star,26,1.04
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,mottled_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Removal,left,NA,NA,NA,3,15,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,initial_sea_cucumber,2,0.08
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,experimental_sea_cucumber,2,0.08
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,blood_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,leather_star,3,0.12
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,mottled_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Addition,center,NA,NA,NA,0,7,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,initial_sea_cucumber,6,0.24
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,experimental_sea_cucumber,15,0.6
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,leather_star,14,0.56
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,mottled_star,2,0.08
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,02-08-2025,3,Control,right,NA,NA,NA,0,12,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,initial_sea_cucumber,16,0.64
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,experimental_sea_cucumber,14,0.56
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,leather_star,25,1
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,mottled_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Removal,left,NA,NA,NA,0,12,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,initial_sea_cucumber,2,0.08
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,experimental_sea_cucumber,4,0.16
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,leather_star,2,0.08
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,mottled_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,pink_star,1,0.04
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Addition,center,NA,NA,NA,0,NA,sunflower_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,initial_sea_cucumber,6,0.24
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,experimental_sea_cucumber,10,0.4
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,blood_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,leather_star,10,0.4
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,mottled_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,ochre_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,pink_star,0,0
S Johnson Bay,49.4021643,-122.8662349,03-01-2025,6,Control,right,NA,NA,NA,0,9,sunflower_star,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,initial_sea_cucumber,6,0.24
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,experimental_sea_cucumber,6,0.24
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,blood_star,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,leather_star,2,0.08
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,mottled_star,1,0.04
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,ochre_star,1,0.04
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,pink_star,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Control,right,NA,9,NA,1,27,sunflower_star,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Removal,left,NA,7.5,NA,0,6,initial_sea_cucumber,1,0.04
Jug Island,49.3302902,-122.916925,01-13-2025,0,Removal,left,NA,7.5,NA,0,6,experimental_sea_cucumber,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Removal,left,NA,7.5,NA,0,6,blood_star,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Removal,left,NA,7.5,NA,0,6,leather_star,5,0.2
Jug Island,49.3302902,-122.916925,01-13-2025,0,Removal,left,NA,7.5,NA,0,6,mottled_star,0,0
Jug Island,49.3302902,-122.916925,01-13-2025,0,Removal,left,NA,7.5,NA,0,6,ochre_star,15,0.6
